formula,Temperature,ThermalCond W/m.K
Ba2Cu3YO7,92.0,1.95
Ba2Cu3YO7,50.0,2.1
Ba2Cu3YO7,40.0,2.3
Ba2Cu3YO7,22.0,7.3
Ba2Cu3YO7,22.0,1.8
Ba2Cu3YO7,250.0,6.6
Ba2Cu3YO7,255.0,3.3
Ba2Cu3YO7,283.0,8.6
Ba2Cu3YO7,10.0,8.6
Ba2Cu3YO7,80.0,1.12
Ba2Cu3YO7,300.0,0.93
Ba2Cu3YO7,50.0,12.0
Ba2Cu3YO7,4.2,0.055
Ba2Cu3YO7,40.0,0.315
Ba2Cu3YO7,4.2,1.7
Ba2Cu3YO7,40.0,6.2
Ba2Cu3YO7,2.0,0.08
Ba2Cu3YO7,30.0,4.0
Ba2Cu3YO7,200.0,7.0
Ba2Cu3YO7,0.1,0.0006
Ba2Cu3YO7,100.0,5.0
Ba2Cu3YO7,1.0,0.02
Ba2Cu3YO7,1.0,0.02
Ba2Cu3YO7,0.5,0.008
Ba2Cu3YO7,0.5,0.008
Ba2Cu3YO7,50.0,13.3
Ba2Cu3YO7,200.0,8.9
Ba2Cu3YO7,40.0,19.9
Ba2Cu3YO7,90.0,8.8
Ba2Cu3YO7,40.0,24.9
Ba2Cu3YO7,90.0,11.2
Ba2Cu3YO7,130.0,5.4
Ba2Cu3YO7,130.0,5.4
Ba2Cu3YO7,0.2,0.017
Ba2Cu3YO7,0.2,0.017
Ba2Cu3YO7,,0.52
Ba2Cu3YO7,200.0,3.5
Ba2Cu3YO7,1.0,0.004
Ba2Cu3YO7,,0.3
Ba2Cu3YO7,55.0,0.5
Ba2Cu3YO7,,0.52
Ba2Cu3YO7,3.0,0.005
Ba2Cu3YO7,77.0,6.76
Ba2Cu3YO7,100.0,5.97
Ba2Cu3YO7,100.0,6.12
Ba2Cu3YO7,305.0,5.27
Ba2Cu3YO7,305.0,5.38
Ba2Cu3YO7,77.0,4.1
Ba2Cu3YO7,270.0,5.5
CuAlS2,298.0,23.1
CuAlS2,298.0,19.6
Sr0.16CuLa1.84O4,100.0,5.33
Sr0.16CuLa1.84O4,4.2,0.3
Sr0.16CuLa1.84O4,32.4,2.52
Sr0.16CuLa1.84O4,90.0,3.14
Sr0.16CuLa1.84O4,40.0,2.68
Sr0.16CuLa1.84O4,40.0,2.4
Sr0.16CuLa1.84O4,4.0,0.464
Sr0.16CuLa1.84O4,2.0,0.24
Sr0.16CuLa1.84O4,4.0,0.447
Sr0.16CuLa1.84O4,2.0,0.235
Sr0.16CuLa1.84O4,1.0,0.06
Sr0.16CuLa1.84O4,1.0,0.038
Ba2Cu3TmO7,130.0,6.4
LaAlO3,800.0,2.16
ZnCr2O4,298.0,8.0
BaTiO3,5.0,4.2
BaTiO3,30.0,24.0
BaTiO3,40.0,25.0
BaTiO3,100.0,12.0
BaTiO3,250.0,4.8
BaTiO3,300.0,6.2
BaTiO3,373.0,2.8
Cs[NO3],413.0,0.227
Ba2Cu3YO6,280.0,9.5
Ba2Cu3YO6,10.0,6.3
Ba2Cu3YO6,200.0,10.0
Ba2Cu3YO6,0.2,0.0002
Ba2Cu3YO6,100.0,9.0
Ba2Cu3YO6,0.1,9e-05
Ba2Cu3YO6,40.0,28.5
Ba2Cu3YO6,45.0,24.0
Ba2Cu3YO6,170.0,10.9
Ba2Cu3YO6,170.0,11.7
Ba2Cu3YO6,40.0,21.0
Ba2Cu3YO6,45.0,18.0
Ba2Cu3YO6,170.0,13.05
Ba2Cu3YO6,170.0,13.5
Ba2Cu3YO6,1150.0,0.5
Ba2Cu3YO6,400.0,0.2
Ba2Cu3GdO7,298.0,3.62
Ba2Cu3GdO7,2.2,0.069
Ba2Cu3GdO7,6.0,581.0
Ba2Cu3GdO7,4.41,0.3085
Ba2Cu3GdO7,4.41,0.3142
Ba2Cu3GdO7,,0.53
Ba2Cu3DyO7,,0.83
Ce[PO4],303.0,2.51
Ba2Cu4YO8,300.0,6.25
Ba2Cu4YO8,100.0,8.8
Ba2Cu4YO8,100.0,10.0
Ba2Cu4YO8,298.0,7.4
Ba2Cu4YO8,30.0,5.6
Ba2Cu4YO8,100.0,10.0
Ba2Cu4YO8,300.0,7.6
Sr0.4Ca0.6CuO2,18.0,320.0
Sr0.4Ca0.6CuO2,18.0,50.0
Zn5In2O8,500.0,4.5
Zn5In2O8,1060.0,5.1
Zn5In2O8,750.0,5.05
Zn7In2O10,500.0,3.9
La2Sn2O7,300.0,5.6
La2Sn2O7,1273.0,1.9
La2Sn2O7,320.0,6.5
La2Sn2O7,1273.0,1.5
La2Sn2O7,298.0,5.7
Ba5Cu8Y3O18,300.0,0.7
BaRuO3,298.0,3.58
SrRuO3,298.0,4.48
SrRuO3,298.0,4.5
SrRuO3,300.0,4.46
Sr2LaMn2O7,5.0,0.07
Sr2LaMn2O7,86.0,2.16
Sr2LaMn2O7,180.0,1.8
Sr2LaMn2O7,236.0,2.13
Sr2LaMn2O7,293.0,2.72
Sr2LaMn2O7,347.0,3.37
Ba2Cu3EuO7,50.0,6.6
Ba2Cu3EuO7,298.0,5.2
Ba2Cu3EuO7,300.0,5.1
CaRuO3,298.0,3.48
CaRuO3,298.0,3.5
CaRuO3,300.0,3.39
Ca[CO3],83.0,25.0
Ca[CO3],273.0,5.5
Ca[CO3],83.0,17.0
Ca[CO3],194.0,6.5
Ca[CO3],273.0,4.6
Ca[CO3],373.0,3.6
Ba2YZrO6,90.0,0.19
Ba2YZrO6,190.0,0.33
Ba2YZrO6,300.0,0.4
Cs[NO3],433.0,0.228
Ca2MnO4,298.0,0.82
Cs2Mo4O13,900.0,0.48
Cu0.67Sn0.33Se,300.0,3.5
ZnAl2O4,298.0,6.0
CuAlTe2,298.0,28.2
CuAlTe2,298.0,13.7
[NH4]Cl,77.0,17.0
[NH4]Cl,194.0,23.0
[NH4]Cl,230.0,38.0
[NH4]Cl,273.0,27.0
SrLaCoO4,298.0,3.55
SrLaCoO4,300.0,2.83
CuAlSe2,298.0,13.7
CuAlSe2,298.0,15.6
CuAlSe2,303.0,6.75
YMnO3,280.0,430.0
YMnO3,280.0,810.0
YMnO3,298.0,4.31
YMnO3,50.0,6.18
YMnO3,298.0,8.52
YMnO3,50.0,17.56
YMnO3,110.0,11.0
YMnO3,7.0,13.5
YMnO3,20.0,41.0
YMnO3,305.0,8.5
Mg2[SiO4],298.0,4.32
KLi[SO4],100.0,0.83
KLi[SO4],100.0,0.7
CeRu4Sb12,298.0,5.13
YbRh2Si2,10.0,2.9
YbRh2Si2,200.0,15.6
SmNiC2,298.0,7.9
MnCo2Ge,298.0,20.0
Nb3CrS6,298.0,21.0
CuTlSe2,298.0,3.0
AgAlSe2,298.0,7.6
AgAlSe2,298.0,11.3
AgAlTe2,298.0,4.5
AgAlTe2,298.0,9.8
CdSnAs2,300.0,4.0
CdSnAs2,298.0,5.1
CdSiP2,298.0,18.0
CuUAs2,131.0,6.98
CuUAs2,100.0,0.6
CuUAs2,100.0,5.42
CuUP2,75.0,11.0
CuUP2,40.0,1.2
CuUP2,40.0,6.35
SrIrO3,298.0,7.0
Sr2IrO4,10.0,0.32
Sr2IrO4,92.0,2.55
Sr2IrO4,185.0,2.4
Sr2IrO4,293.0,1.47
Ba2CaCu2Tl2O8,298.0,1.5
EuTiO3,330.0,2.5
H2[NH4][PO4],315.0,0.71
H2[NH4][PO4],339.0,0.71
H2[NH4][PO4],313.0,1.26
H2[NH4][PO4],342.0,1.34
H2[NH4][PO4],293.0,0.967
YNi2B2C,,27.0
YNi2B2C,30.0,24.0
Na0.5Ti0.05Co0.95O2,723.0,2.6
Na0.5Ti0.05Co0.95O2,298.0,2.92
CuCe0.2Nd1.8O4,50.0,17.0
CuCe0.2Nd1.8O4,1.3,0.09
CuCe0.2Nd1.8O4,300.0,12.0
CuCe0.2Nd1.8O4,298.0,13.5
CuCe0.2Nd1.8O4,298.0,15.5
CuCe0.2Nd1.8O4,295.0,8.4
CuCe0.2Nd1.8O4,27.0,23.3
CuCe0.2Nd1.8O4,5.0,3.0
Ba2Cu3EuO6.1,,0.85
K0.5Ba0.5BiO3,100.0,1.5
K0.5Ba0.5BiO3,250.0,1.9
K0.5Ba0.5BiO3,15.2,0.382
K0.5Ba0.5BiO3,2.6,0.036
K0.5Ba0.5BiO3,23.9,0.64
K0.5Ba0.5BiO3,300.0,5.5
K0.5Ba0.5BiO3,17.0,0.12
K0.5Ba0.5BiO3,17.0,0.1
Nd3Ga5O12,298.0,7.1
Mn[CO3],100.0,30.0
BiSbTe1.5Se1.5,415.0,3.57
BiSbTe1.5Se1.5,298.0,1.96
BiSbTe1.5Se1.5,473.0,1.5
BiSbTe1.5Se1.5,303.0,0.79
Rb2CuCl4[H2O]2,1.0,10.0
Rb2CuCl4[H2O]2,1.0,11.0
Rb2CuCl4[H2O]2,0.5,1.5
Rb2CuCl4[H2O]2,0.5,1.5
Er2Sn2O7,300.0,3.6
Er2Sn2O7,1273.0,1.9
Er2Sn2O7,320.0,6.5
Er2Sn2O7,1273.0,1.7
Er2Sn2O7,298.0,3.525
Ag0.16Ge0.67Sb0.17Te,298.0,1.6
Ag0.16Ge0.67Sb0.17Te,310.0,1.4
Ag0.16Ge0.67Sb0.17Te,300.0,2.1
Ag0.16Ge0.67Sb0.17Te,298.0,0.68
V2MnO4,52.0,2.5
V2MnO4,298.0,4.2
Ag0.23Ge0.54Sb0.23Te,514.0,1.67
Ag0.23Ge0.54Sb0.23Te,500.0,1.22
Ag0.23Ge0.54Sb0.23Te,710.0,1.12
CuLa1.5Nd0.5O4,50.0,1.6
CuLa1.5Nd0.5O4,4.2,0.3
CuLa1.5Nd0.5O4,70.0,1.7
CuLa1.5Nd0.5O4,97.0,1.9
CuLa1.5Nd0.5O4,75.0,1.7
NdNiO3,200.0,1.59
YCoO3,70.0,4.3
YCoO3,298.0,2.5
YCoO3,340.0,5.39
YCoO3,660.0,2.04
SrGdCoO4,298.0,2.28
SrEuCoO4,298.0,2.59
SrNdCoO4,298.0,3.11
SrNdCoO4,300.0,2.15
[NH4]2BeF4,300.0,0.445
Dy3Ga5O12,3.0,3.9
Dy3Ga5O12,100.0,2.5
Dy3Ga5O12,300.0,3.1
Dy3Ga5O12,5.0,10.4
Ba2Cu3ErO7,,0.54
Sr0.3La0.7CoO3,298.0,2.75
Ca0.5Nd0.5MnO3,293.0,2.58
Ca0.5Nd0.5MnO3,673.0,2.42
Ca0.5Nd0.5MnO3,973.0,2.385
CuInSeS,300.0,4.5
CuInSeS,400.0,2.5
CuInSeS,500.0,2.0
NdGaO3,50.0,47.8
NdGaO3,190.0,9.6
Sr0.6CuLa1.4O4,50.0,0.15
Sr0.6CuLa1.4O4,300.0,4.8
La0.5MnPb0.5O3,210.0,3.67
La0.5MnPb0.5O3,210.0,4.17
La2.4Nd0.1Lu2.5Ga3O12,298.0,5.1
MgLaAl11O19,1273.0,2.55
MgLaAl11O19,298.0,1.15
Ir0.5Rh0.5Sb3,300.0,9.1
HoNi2B2C,3.6,2.3
HoNi2B2C,4.6,3.0
HoNi2B2C,6.6,3.6
Sr0.5Eu0.5S,20.0,10.0
Sr0.5Eu0.5S,1.65,3.2
Sr0.5Eu0.5S,1.65,2.0
CaLa2S4,1200.0,2.0
CaLa2S4,1200.0,2.4
CdCr2O4,298.0,4.1
Ba0.2CuLa1.8O4,300.0,2.88
Ba0.2CuLa1.8O4,227.0,2.53
Ba2Cu2YCoO7.25,298.0,1.25
Ba2Cu2YCoO7.25,40.0,1.5
Hf0.5Zr0.5V2,16.7,0.82
Hf0.5Zr0.5V2,10.0,0.46
Hf0.5Zr0.5V2,2.4,0.02
Ba2Ca2Cu3Tl2O10,100.0,2.145
Ba2Ca2Cu3Tl2O10,80.0,3.28
Ba2Ca2Cu3Tl2O10,80.0,4.4
Ba2Ca2Cu3Tl2O10,298.0,6.3
Ba2Ca2Cu3Tl2O10,,0.58
Ba2Ca2Cu3Tl2O10,10.0,0.13
Ca0.5La0.5MnO3,250.0,1.48
Ca0.5La0.5MnO3,70.0,0.6
Ca0.5La0.5MnO3,200.0,2.25
Ca0.5La0.5MnO3,200.0,3.3
Ca0.5La0.5MnO3,240.0,19.8
Ca0.5La0.5MnO3,337.0,2.35
Ca0.5La0.5MnO3,298.0,2.23
Ca0.5La0.5MnO3,337.0,2.37
Ca0.5La0.5MnO3,298.0,2.11
Ca0.5La0.5MnO3,210.0,1.67
Ca0.5La0.5MnO3,210.0,2.67
Ca0.5La0.5MnO3,300.0,2.25
Ca0.5La0.5MnO3,16.0,0.28
Ca0.5La0.5MnO3,110.0,1.1
Ca0.5La0.5MnO3,162.0,0.975
Ca0.5La0.5MnO3,352.0,1.7
Ca0.5La0.5MnO3,11.0,3.49
Ca0.5La0.5MnO3,32.0,4.16
Ca0.5La0.5MnO3,240.0,1.61
Ca0.5La0.5MnO3,302.0,1.9
Ca0.5La0.5MnO3,302.0,1.97
Ca0.5La0.5MnO3,240.0,2.31
Ca0.5La0.5MnO3,34.0,4.14
Ca0.5La0.5MnO3,20.0,3.45
Sr0.5La0.5CoO3,200.0,4.5
Sr0.5La0.5CoO3,298.0,0.89
Sr0.5La0.5CoO3,298.0,1.29
Sr0.5La0.5CoO3,298.0,2.12
Sr0.5La0.5CoO3,295.0,5.88
ZrPbO3,,1.0
ScAs,298.0,8.02
Kr,4.2,0.48
Kr,10.0,1.7
Kr,20.0,1.2
Kr,77.0,0.36
H2Cs[PO4],165.0,1.75
H2Cs[PO4],293.0,2.2
H2Cs[PO4],280.0,1.7
H2Cs[PO4],290.0,2.0
H2Cs[PO4],163.0,1.02
H2Cs[PO4],162.0,1.55
KTaO3,10.0,2.0
U0.5Dy0.5O2,300.0,5.7
U0.5Dy0.5O2,1473.0,2.2
Sr0.4La0.6MnO3,250.0,1.45
Sr0.4La0.6MnO3,250.0,1.6
TmMnO3,280.0,380.0
TmMnO3,280.0,500.0
ErMnO3,280.0,470.0
ErMnO3,280.0,610.0
HoMnO3,280.0,360.0
HoMnO3,280.0,480.0
HoMnO3,298.0,3.77
HoMnO3,50.0,2.99
HoMnO3,298.0,4.17
HoMnO3,50.0,3.37
HoMnO3,110.0,5.0
HoMnO3,305.0,4.15
HoMnO3,40.0,3.0
HoMnO3,30.0,3.5
[C60],300.0,0.16
[C60],300.0,0.35
CePd3B,150.0,5.0
CePd3B,15.0,0.8
CePd3B,4.0,0.2
H2[NH4][PO4],99.0,1.89
NdCo0.5Ni0.5O3,480.0,1.944
Ca0.3La0.7CoO3,298.0,2.91
Cu3CeGa2,300.0,8.25
CeNi4Ga,297.0,4.7
Rb3Mo10O30,298.0,5.0
Cu0.67Ge0.33S,300.0,1.2
Sr0.5Ca0.5RuO3,300.0,2.58
H2Cs[PO4],10.0,95.0
H2Cs[PO4],4.7,4.6
H2Cs[PO4],5.6,77.0
H2Cs[PO4],11.0,10.0
H2Cs[PO4],7.0,95.0
H2Cs[PO4],148.0,1.8
H2Cs[PO4],145.0,0.98
H2Cs[PO4],135.0,1.43
Cu6La0.72Ce0.28,50.0,9.0
Cu6La0.72Ce0.28,280.0,18.5
Ba2Cu3Y0.5Pr0.5O7,298.0,4.5
KMnF3,180.0,6.5
KMnF3,110.0,5.5
NbSe3,20.0,1.0
NbSe3,150.0,20.0
NbSe3,150.0,30.0
[CO],68.0,0.23
[CO],93.0,0.238
CrN,150.0,3.3
Na0.5Si17,298.0,5.5
Au2LaSi2,40.0,6.7
VCo2Sn,150.0,4.89
HoNiGe,4.2,1.1
HoNiGe,290.0,12.0
GdNiGe,4.2,1.4
GdNiGe,290.0,10.0
ErNiGe,4.2,1.4
ErNiGe,290.0,8.0
Yb3Co4Sn13,300.0,13.0
ZrCoSb,298.0,21.5
ZrCoSb,340.0,16.5
HfCoSb,298.0,14.3
ErPdSb,600.0,5.5
ErPdSb,600.0,3.6
ErPdSb,298.0,3.3
ErPdSb,45.0,4.95
Nb3Sb2Te5,298.0,5.7
MoRe2Se4,298.0,2.4
Na[BH4],280.0,1.04
Na[BH4],280.0,1.48
Fe1.11Te,50.0,1.0
Fe1.11Te,5.0,0.09
[CO],41.0,0.353
[CO],60.0,0.265
AuCeIn,300.0,5.0
MgSiP2,298.0,19.2
Ba4Pd2Si21,300.0,4.42
Ba4Au3Si20,298.0,1.6
Ba4Au3Si20,700.0,2.34
Ba4Au3Si20,298.0,1.7
Ba4Au3Si20,298.0,4.8
Ba4Pt2Si21,300.0,7.8
Ba4Ni0.9Si22.1,298.0,4.3
Ba4Ni0.9Si22.1,298.0,4.0
Ba4Cu2Si21,298.0,2.6
Ba4Cu2Si21,298.0,2.7
Ba4Ag3Ge20,298.0,1.3
Ba4Au3Ge20,298.0,1.29
Ba4Au3Ge20,298.0,0.8
Ce2Ni3Si5,100.0,5.06
Ce2Co3Si5,298.0,3.45
Ba4Ga8Sn15,298.0,0.71
Ba4Ga8Sn15,600.0,1.29
Sr4Ga8Ge15,450.0,1.48
Sr4Ga8Ge15,50.0,0.74
Sr4Ga8Ge15,300.0,1.5
Sr4Ga8Si15,50.0,2.56
Ba4Al8Si15,11.0,6.6
Ba4Al6Si17,300.0,2.35
Ag0.33Pb0.33Bi0.34Te,320.0,2.2
V0.2Cr0.8N,150.0,2.8
Hf2InC,,26.5
CeRhIn,2.0,0.225
CeRhIn,40.0,2.95
CeRhIn,100.0,2.67
CeRhIn,400.0,8.6
Ba4Zn4Ge19,1000.0,1.96
Ba4Zn4Ge19,298.0,2.28
Ba4Zn4Ge19,250.0,1.4
Ba4Zn4Ge19,298.0,1.4
BaCu2Se2,298.0,1.5
Pr3Ir,240.0,8.5
CuGa0.5In0.5Te2,298.0,1.52
Ca4Gd[BO3]3O,291.0,2.18
Ca4Gd[BO3]3O,291.0,1.32
Ca4Gd[BO3]3O,291.0,2.4
Ca4Gd[BO3]3O,298.0,2.0
Nd2Sn2O7,300.0,4.8
Nd2Sn2O7,1273.0,2.3
Nd2Sn2O7,320.0,6.8
Nd2Sn2O7,1273.0,1.7
Nd2Sn2O7,298.0,4.85
Gd2Sn2O7,300.0,4.3
Gd2Sn2O7,1273.0,2.0
Gd2Sn2O7,320.0,7.1
Gd2Sn2O7,1273.0,1.8
Gd2Sn2O7,298.0,4.4
Sm2Sn2O7,300.0,4.2
Sm2Sn2O7,1273.0,2.3
Sm2Sn2O7,320.0,7.1
Sm2Sn2O7,1273.0,1.9
Sm2Sn2O7,298.0,4.3
Y1.5Er1.5Al5O12,298.0,12.2
Ca3Ga2[GeO4]3,298.0,6.5
KLi[SO4],200.0,1.325
ZnFe0.5NiSb0.5O4,550.0,1.5
ZnFe0.5NiSb0.5O4,400.0,1.22
FeNi1.67Sb0.33O4,625.0,0.87
FeNi1.67Sb0.33O4,400.0,1.17
YMnO3,100.0,7.5
Y3Fe2.5Al2.5O12,298.0,5.1
H2K[PO4],270.0,0.8
H2K[PO4],260.0,2.17
CeGaSi,300.0,14.03
BiSbTe2S,25.0,2.5
BiSbTe2S,298.0,1.45
Dy4.67[SiO4]3O,298.0,0.96
Ba0.3La0.7MnO3,10.0,2.74
Ba0.3La0.7MnO3,298.0,5.38
Er3Ga5O12,15.0,88.0
Er3Ga5O12,100.0,14.8
Er3Ga5O12,300.0,7.0
In0.30Pb0.35Sn0.35Te,323.0,1.7
In0.30Pb0.35Sn0.35Te,723.0,1.6
Ne,2.0,3.0
Ne,3.0,4.6
Ne,4.2,4.2
Ne,10.0,0.8
Ne,20.0,0.3
Ne,21.0,0.314
Ne,18.9,0.328
Ne,0.53,0.88
Ne,3.0,30.0
Ne,10.0,1.4
Sr2Ca1.7Cu3Pb0.3Bi2O10,150.0,1.13
Sr2Ca1.7Cu3Pb0.3Bi2O10,150.0,0.97
Sr2Ca1.7Cu3Pb0.3Bi2O10,70.0,1.06
Sr2Ca1.7Cu3Pb0.3Bi2O10,11.0,0.215
Sr2Ca1.7Cu3Pb0.3Bi2O10,75.0,0.815
Sr2Ca1.7Cu3Pb0.3Bi2O10,110.0,0.75
Sr2Ca1.7Cu3Pb0.3Bi2O10,150.0,0.88
Ba2Cu3Pr0.2Eu0.8O7,300.0,3.95
Ba2Cu3Pr0.5Gd0.5O7,298.0,3.21
Sr0.3Ca0.22Pr0.48MnO3,250.0,1.676
Sr0.3Ca0.22Pr0.48MnO3,250.0,1.722
Sr0.3Ca0.22Pr0.48MnO3,100.0,0.95
Sr0.3Ca0.22Pr0.48MnO3,100.0,1.09
Sr0.3Ca0.22Pr0.48MnO3,100.0,0.98
Sr0.3Ca0.22Pr0.48MnO3,100.0,1.3
Sr0.3Ca0.22Pr0.48MnO3,100.0,0.96
Sr0.3Ca0.22Pr0.48MnO3,300.0,2.6
Sr0.3Ca0.22Pr0.48MnO3,300.0,1.75
Sr0.3Ca0.22Pr0.48MnO3,300.0,1.7
Sr0.3Ca0.22Pr0.48MnO3,120.0,1.05
Sr0.3Ca0.22Pr0.48MnO3,120.0,1.98
Sr0.3Ca0.22Pr0.48MnO3,12.0,0.89
Sr0.3Ca0.22Pr0.48MnO3,10.0,1.08
NbCo2Sn,150.0,4.44
Yb3Ga5O12,298.0,5.57
Yb3Ga5O12,30.0,200.0
Yb3Ga5O12,100.0,30.0
Yb3Ga5O12,300.0,6.5
Tm3Ga5O12,15.0,200.0
Tm3Ga5O12,100.0,8.5
Tm3Ga5O12,300.0,4.9
Ho3Ga5O12,3.0,2.4
Ho3Ga5O12,100.0,12.0
Ho3Ga5O12,300.0,6.5
Ho3Ga5O12,15.0,30.0
Tb3Ga5O12,3.0,0.64
Tb3Ga5O12,100.0,6.7
Tb3Ga5O12,300.0,4.5
Tb3Ga5O12,50.0,8.7
[H2O],298.0,24.8
Ag0.25Pb0.5Sb0.25Te,298.0,1.66
Ag0.25Pb0.5Sb0.25Te,298.0,0.8
Ag0.25Pb0.5Sb0.25Te,120.0,1.8
Ag0.25Pb0.5Sb0.25Te,298.0,1.18
Ag0.25Pb0.5Sb0.25Te,673.0,0.8
Ag0.25Pb0.5Sb0.25Te,725.0,0.81
Ag0.25Pb0.5Sb0.25Te,298.0,0.36
Ag0.25Pb0.5Sb0.25Te,298.0,2.3
Sr2CuCl2O2,250.0,6.9
Li[NH4][SO4],415.0,0.3
Li[NH4][SO4],298.0,0.18
Li[NH4][SO4],490.0,0.23
Ba0.2CuLa1.8O4,85.0,1.663
Ba0.2CuLa1.8O4,65.0,1.526
Ba0.2CuLa1.8O4,186.0,2.33
Ba0.2CuLa1.8O4,94.0,1.79
Ba0.2CuLa1.8O4,53.0,1.29
CsMnCl3[H2O]2,10.0,53.0
CsMnCl3[H2O]2,4.9,78.0
K0.5Na0.5TaO3,10.0,0.8
KTa0.81Nb0.19O3,10.0,1.8
Ca4Mn3O10,50.0,1.3
Y0.5U0.5O2,1573.0,1.0
Dy3Ru4Ge13,300.0,3.0
Dy3Ru4Ge13,300.0,2.17
Ho3Ru4Ge13,300.0,3.1
Ho3Ru4Ge13,300.0,2.31
Lu3Ru4Ge13,300.0,3.45
Lu3Ru4Ge13,300.0,2.31
Fe0.9Ir0.1Si,200.0,6.5
Sr0.15La0.85MnO3,240.0,0.71
Sr0.15La0.85MnO3,70.0,0.43
Sr0.15La0.85MnO3,300.0,2.42
Sr0.15La0.85MnO3,210.0,4.17
Sr0.15La0.85MnO3,210.0,5.17
Co2Ge3S3,320.0,1.9
YB22C2N,298.0,4.0
YB22C2N,975.0,4.5
ErB22C2N,570.0,1.52
ErB22C2N,298.0,1.9
ErB22C2N,975.0,2.2
Ba6In3Ge22,373.0,1.2
Sr14Cu24O41,5.0,91.0
Sr14Cu24O41,300.0,22.0
Sr14Cu24O41,5.0,57.0
Sr14Cu24O41,300.0,12.0
Ca2.96Mn0.04Fe0.05Al1.95[SiO4]3,40.0,73.0
Ca2.96Mn0.04Fe0.05Al1.95[SiO4]3,100.0,18.7
Ca2.96Mn0.04Fe0.05Al1.95[SiO4]3,300.0,7.2
Ti0.15In4Sn2.85O12,1175.0,1.07
Ti0.15In4Sn2.85O12,296.0,0.74
Ca3Fe0.1Al1.9[SiO4]3,2.8,6.0
Ca3Fe0.1Al1.9[SiO4]3,300.0,7.0
Ca3Fe0.1Al1.9[SiO4]3,28.0,70.0
CoCl2[CSN2H4]4,0.35,0.04
CoCl2[CSN2H4]4,0.35,0.1
CoCl2[CSN2H4]4,1.0,0.7
CoCl2[CSN2H4]4,1.0,0.1
CoCl2[CSN2H4]4,7.0,26.0
CoCl2[CSN2H4]4,7.0,26.0
CoCl2[CSN2H4]4,20.0,8.0
CoCl2[CSN2H4]4,20.0,8.0
CoCl2[CSN2H4]4,0.35,0.045
CoCl2[CSN2H4]4,1.0,1.0
CoCl2[CSN2H4]4,7.0,25.0
CoCl2[CSN2H4]4,20.0,8.0
CoCl2[CSN2H4]4,0.35,0.5
CoCl2[CSN2H4]4,0.35,0.6
CoCl2[CSN2H4]4,5.0,30.0
CoCl2[CSN2H4]4,5.0,30.0
CoCl2[CSN2H4]4,11.0,10.0
CoCl2[CSN2H4]4,0.35,0.06
CoCl2[CSN2H4]4,5.0,26.0
CoCl2[CSN2H4]4,5.0,30.0
CoCl2[CSN2H4]4,11.0,10.0
Na0.2Nd0.8MnO3,200.0,1.37
Na0.2Nd0.8MnO3,291.0,1.9
K0.33Sn2.41Bi5.59Se11,298.0,1.5
BaIn2Sb4,,1.7
Cs4Zn2Sn21,300.0,1.4
Sr0.5Nd0.5MnO3,300.0,1.9
CaNb0.5Mn0.5O3,240.0,0.84
CaNb0.5Mn0.5O3,1070.0,0.61
CaMn0.5Ru0.5O3,1000.0,2.88
CaMn0.5Ru0.5O3,500.0,3.65
CaMn0.5Sb0.5O3,50.0,1.4
Sr2Cu2YRuO8,298.0,5.4
Gd0.1Pb0.9Te,298.0,3.75
[NH4]2CuBr4[H2O]2,1.0,12.0
[NH4]2CuBr4[H2O]2,1.0,1.8
[NH4]2CuBr4[H2O]2,0.3,0.43
[NH4]2CuBr4[H2O]2,0.3,0.5
[NH4]2CuBr4[H2O]2,1.0,0.38
[NH4]2CuBr4[H2O]2,0.3,0.33
La0.2Y0.3Zr0.5O1.75,463.0,1.85
ErPdBi,600.0,7.15
ErPdBi,600.0,2.63
KTa0.7Fe0.3O2.7,10.0,1.3
Yb0.1Co4Sb12,298.0,3.97
Yb0.1Co4Sb12,298.0,2.5
Yb0.5Fe2Co2Sb12,298.0,3.11
YbFe4Sb12,298.0,3.36
YbFe4Sb12,670.0,2.87
YbFe4Sb12,298.0,4.0
Po,300.0,20.0
Ba0.6Fe1.6Co2.4Sb12,500.0,1.97
Ba0.35Co4Sb12,500.0,3.53
Ba0.35Co4Sb12,298.0,4.43
Ba0.35Co4Sb12,298.0,4.6
Ba0.35Co4Sb12,298.0,6.61
Ba0.35Co4Sb12,298.0,3.2
U2Ru2Sn,0.2,0.008
U2Ru2Sn,0.2,0.011
U2Ru2Sn,0.2,0.007
U2Ru2Sn,0.2,0.0125
U2Ru2Sn,298.0,6.8
U2Ru2Sn,298.0,5.1
U2Ru2Sn,5.0,0.3
U2Ru2Sn,5.0,1.3
U2Ru2Sn,298.0,0.73
Sr0.5La0.5Mn0.5Ru0.5O3,300.0,2.65
Ba4Cu2.5Ge11.5Si9,298.0,1.7
Tl4.5Gd0.5Te3,500.0,1.0
UNiSb2,50.0,1.24
UNiSb2,50.0,5.69
Na0.2Nd0.8MnO3,24.0,0.49
Na0.2Nd0.8MnO3,31.0,0.66
Na0.2Nd0.8MnO3,24.0,0.65
Na0.2Nd0.8MnO3,31.0,0.95
K4Zn2Sn21,298.0,1.6
ZnLaSbO,311.0,1.47
ZnCeSbO,298.0,0.65
SmFeAsO,131.0,12.0
SmFeAsO,298.0,11.0
PrFeAsO,298.0,3.35
LaFeAsO,300.0,1.4
Be3Al2Si6O18,315.0,6.4
